animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
1416,Lupin III: Dead or Alive,Lupin III: Dead or Alive,?????????FINAL,['Rupan Sansei: Dead or Alive'],Movie,Manga,"['VAP', 'Tohokushinsha Film Corporation']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['Tokyo Movie Shinsha'],1,Finished Airing,FALSE,"{'from': '1996-04-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 20, 1996'}",1 hr 37 min,PG-13 - Teens 13 or older,7.26,2681,2629,4810,6233,2,"Lupin, Goemon, and Jigen take a mini-helicopter and head to the mysterious “Drifting Island” looking for a treasure rumored to be hidden somewhere on it. Through their exploration of the island, the trio encounters the lethal “Nanomachine,” the island’s security system. The trio triggers the alarm, springing “the Nanomachine” to life. The key to solving the island’s mystery lies in the small nation of Zufu. This once prosperous nation is now ruled by the ruthless, knife-collecting, General Headhunter. Fujiko does her usual probing and hacks into General Headhunter’s computer hoping to find some crucial information. Zenigata has received a video message from Lupin in which Lupin announces his desire for the priceless treasure. Oleander, a fiery blond officer with some hidden secrets of her own, steps in to help Zenigata. Armed with their newly found information, Lupin, Goemon, Jigen, and Fujiko go back to “Drifting Island,” but this time they are followed by General Headhunter. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1418,"Lupin III: Episode 0 ""First Contact""",Lupin III Episode 0: The First Contact,?????,"[""Rupan Sansei Episode: 0 'First Contact'""]",Special,Unknown,['VAP'],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2002-07-26T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 26, 2002'}",1 hr 32 min,R - 17+ (violence & profanity),7.72,2866,1076,4807,6244,9,"Jigen tells the story of the gang's first meeting. Jigen, still a member of the Mafia, is hired to protect an ancient artifact - one that Lupin and Fujiko are both trying to steal. Meanwhile, Inspector Zenigata, then of the Japanese police force, has come to the U.S. on Fujiko's trail, and Ishikawa Goemon is searching for the lost treasure of his clan. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1419,Lupin III: Kutabare! Nostradamus,Lupin III: Farewell to Nostradamus,?? -????-,"['Rupan Sansei', 'Lupin III: Die! Nostradamus']",Movie,Unknown,"['VAP', 'Tokyo Movie Shinsha', 'Tohokushinsha Film Corporation']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1995-04-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 22, 1995'}",1 hr 40 min,R+ - Mild Nudity,7.44,2805,1874,4855,6085,2,"After a diamond heist in Brazil, Lupin hides the gem in a doll and boards a plane headed out of the country. While on board, the doll is stolen by a little girl named Julia, whose nanny is none other than Fujiko Mine. Before Lupin can get the doll back, the plane is hijacked and the girl is kidnapped. The kidnappers are after the same thing that Fujiko is after - a book of Nostradamus prophecies hidden in Julia's father's tower. Lupin and the gang join forces to save the girl, get the diamond back, and discover the secrets surrounding the strange book. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1420,Lupin III: Russia yori Ai wo Komete,Lupin III: Bank of Liberty,????????,"['Lupin Sansei: Russia Yori Ai o Komete', 'Lupin III: From Russia With Love']",Special,Unknown,['Tokyo Movie Shinsha'],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1992-07-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 24, 1992'}",1 hr 30 min,R+ - Mild Nudity,6.82,1578,4331,5859,3833,2,"This time Lupin is after 500 tons of gold bullion that used to belong to the House of Romanov, the last rulers of the Russian Empire. His only clue is a code in an old book that a cipher machine has broken down to the words ""Bank of Liberty."" As always, whenever Lupin's involved, the situation gets complicated. This adventure takes him through the USA and Russia, with loads of action and classic Lupin-style escapades along the way. (Source: AniDB)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1421,Lupin III: Hemingway Paper no Nazo,,????,"['Lupin III: The Hemingway Paper Mystery', 'Rupan Sansei: Hemmingway Paper no Nazo', 'Lupin III: Mystery of the Hemingway Papers']",Special,Unknown,"['VAP', 'Tokyo Movie Shinsha']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1990-07-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 20, 1990'}",1 hr 32 min,PG-13 - Teens 13 or older,7.02,1633,3600,5823,3890,4,"Word is out that the ""Hemingway Papers"", the newly discovered last novel by the great author, tells the hiding place of a buried treasure on a desolate Mediterranean island. Lupin sneaks onto the island where, instead of treasure-hunting, he finds himself embroiled in a violent struggle for power. To Lupin's surprise, his old buddies Jigen and Goemon are also in the fight for their own reasons. Marcus the Merchant of Death also lands on the island accompanied by Fujiko, Lupin's greatest weakness, and followed by the police inspector, who is forever on Lupin's tail. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1422,Lupin III: $1 Money Wars,Lupin III: Missed by a Dollar,??????,"['Rupan Sansei', 'Lupin III: $1 Money Wars']",Special,Unknown,"['VAP', 'TMS Entertainment', 'Tohokushinsha Film Corporation']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '2000-07-28T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 28, 2000'}",1 hr 30 min,PG-13 - Teens 13 or older,7.26,1617,2628,5744,4007,1,"Lupin & co. compete with a greedy bank president and her goons to solve the mystery leading to a broach, a treasure said to be behind the success of history's most powerful rulers. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1423,Lupin III: Napoleon no Jisho wo Ubae,Lupin III: Napoleon's Dictionary,??????,"['Rupan Sansei: Napoleon no Jisho wo Ubae', ""Lupin III: Steal Napoleon's Dictionary"", ""Lupin III: Napoleon's Dictionary""]",Special,Unknown,"['VAP', 'Tokyo Movie Shinsha']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1991-08-09T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 9, 1991'}",1 hr 30 min,PG-13 - Teens 13 or older,6.83,1395,4291,6041,3543,1,"Lupin has a lively time of it this time in a classic car race from Madrid to Paris. The race prize is Napoleon's dictionary, which contains the key to the Treasure of the Empire, something that just about everybody seems to be after. Lupin and his buddies take off after the prize, pursued not only by the perennial Inspector, but also by an army of secret agents from around the world. Classic cars and state-of-the-art weapons heighten the speed and thrills of this adventure. (Source: AniDB)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1424,Lupin III: Otakara Henkyaku Daisakusen!!,Lupin III: Operation Return the Treasure,????????,['Rupan Sansei'],Special,Manga,[],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2003-08-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 1, 2003'}",1 hr 30 min,PG-13 - Teens 13 or older,7.48,1559,1741,5783,3951,2,"After robbing a Moscow casino right under Zenigata's nose, Lupin sets his sights on stealing the Trick Diamond. He and Jigen head to the estate of the recently deceased Mark Williams, another master thief who's had the diamond, as well as other treasures, in his possession for years. However, instead of finding the diamond, Lupin & Jigen find Fujiko, who tells them about Mark's dying wish - Lupin must return all the treasures the old thief stole to their rightful place. If this is done in time, the location of the diamond will be revealed, and Lupin can use it to get the real treasure, hidden in Gaudí's Sagrada Familia. Returning the stolen goods isn't easy though, as Zenigata and the casino boss' ruthless gang are on Lupin and friends' tail. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1425,Lupin III: Part II,,????????????????,"['Rupan Sansei: Part II', 'Shin Lupin III', 'Lupin III: Greatest Capers']",TV,Manga,"['VAP', 'Animax', 'Studio Jack']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['Tokyo Movie Shinsha'],155,Finished Airing,FALSE,"{'from': '1977-10-03T00:00:00+00:00', 'to': '1980-10-06T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 10, 'year': 1977}, 'to': {'day': 6, 'month': 10, 'year': 1980}}, 'string': 'Oct 3, 1977 to Oct 6, 1980'}",25 min per ep,R+ - Mild Nudity,7.87,5203,768,3157,16728,161,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. (Source: ANN)",,Fall 1977,Unknown,"{'Prequel': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}], 'Sequel': [{'mal_id': 1426, 'type': 'anime', 'name': 'Lupin III: Part III', 'url': 'https://myanimelist.net/anime/1426/Lupin_III__Part_III'}]}"
1426,Lupin III: Part III,,??????????????????,['Rupan Sansei: Part III'],TV,Unknown,[],"['Action', 'Adventure', 'Comedy', 'Seinen']",['Tokyo Movie Shinsha'],50,Finished Airing,FALSE,"{'from': '1984-03-03T00:00:00+00:00', 'to': '1985-12-25T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 3, 'year': 1984}, 'to': {'day': 25, 'month': 12, 'year': 1985}}, 'string': 'Mar 3, 1984 to Dec 25, 1985'}",24 min per ep,R+ - Mild Nudity,7.42,3050,1970,3879,10508,10,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice. (Source: ANN)",,Spring 1984,Unknown,"{'Prequel': [{'mal_id': 1425, 'type': 'anime', 'name': 'Lupin III: Part II', 'url': 'https://myanimelist.net/anime/1425/Lupin_III__Part_II'}], 'Sequel': [{'mal_id': 27947, 'type': 'anime', 'name': 'Lupin III (2015)', 'url': 'https://myanimelist.net/anime/27947/Lupin_III_2015'}]}"
1427,Lupin III: Ikiteita Majutsushi,,????????????????????,"['Lupin III: Return of Pycal', 'Rupan Sansei: Ikiteita Majutsushi', 'Lupin III: Return of the Magician', 'Lupin III: ~ The Living Magician ~ Return of Pycal']",OVA,Manga,"['VAP', 'Tohokushinsha Film Corporation']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2002-04-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 3, 2002'}",50 min,R+ - Mild Nudity,6.18,1419,7116,6060,3515,2,"Lupin steals an extraordinary gem from a Mediterranean party, only to be interrupted by Pycal, the trickster ""magician"" who had apparently died fighting Lupin early in his career. Pycal, now armed with real magical abilities, is determined to take revenge. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1428,Lupin III: Pilot Film (1978),,????????????????????,"['Rupan Sansei Secret Files', 'Lupin Sansei Pilot Film', 'Lupin III - Pilot Film', 'Lupin III: Secret File']",OVA,Manga,"['Tokyo Movie Shinsha', 'Toho']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1978-12-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 16, 1978'}",12 min,PG-13 - Teens 13 or older,6.42,998,6106,6588,2835,0,"A remastered version of the Pilot film, realised in 1978, re-photographed in cinemascope and re-dubbed for being screened in cinema before of 1st movie [Mamoo's 1st copy]. In 1989, it was included on the Lupin III - Secret File OVA.",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}], 'Sequel': [{'mal_id': 1435, 'type': 'anime', 'name': 'Lupin III: Lupin vs. Fukusei-ningen', 'url': 'https://myanimelist.net/anime/1435/Lupin_III__Lupin_vs_Fukusei-ningen'}], 'Alternative version': [{'mal_id': 5225, 'type': 'anime', 'name': 'Lupin III: Pilot Film', 'url': 'https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film'}]}"
1429,Lupin III: Nusumareta Lupin,,???????????????????,"['Lupin III: Stolen Lupin', 'Rupan Sansei: Nusumareta Rupan', 'Lupin III: Stolen Lupin - Copycat Summer Butterflies']",Special,Manga,[],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2004-07-30T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 30, 2004'}",1 hr 31 min,PG-13 - Teens 13 or older,7.2,1407,2865,5996,3604,2,"In the middle of an airborne heist, Lupin goes from stealing to stolen as he's carted off and forced to do a job for a mysterious man identifiable only by the brand of cigarette he smokes. Lupin's mission: to steal the infamous ""Bull's Eye"", a small green jewel best-known for the fact that everyone who's ever stolen it has ended up dead. Along with the challenge of alternately evading and pursuing a young thief with a competitive streak, Lupin and the gang must unravel the mystery of the Bull's Eye before its curse - or their mysterious taskmaster - gets the better of them. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1430,Lupin III: Cagliostro no Shiro,Lupin III: The Castle of Cagliostro,??????????7,['Rupan Sansei'],Movie,Manga,[],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['Tokyo Movie Shinsha'],1,Finished Airing,FALSE,"{'from': '1979-12-15T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 15, 1979'}",1 hr 40 min,PG-13 - Teens 13 or older,8.18,32158,351,1614,52399,499,"After a successful robbery leaves famed thief Lupin III and his partner Jigen with nothing but a large amount of fake money, the so called ""Goat Bills,"" he decides to track down the counterfeiter responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the ""damsel in distress"" he finds imprisoned there. However, as usual, Inspector Zenigata is hot on his trail. Tracking the legendary counterfeits known as ""Goat Bills,"" international thief Arsene Lupin III arrives at the Duchy of Cagliostro. Once there, he nearly rescues a damsel in distress from the Regent's guards. Following his failure, Lupin takes it upon himself to save her from captivity. (Source: ANN)",Winner of the 1979 Oofuji Noburou Award.,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,Lupin III: The Columbus Files,????7?????,"['Rupan Sansei', ""Lupin III: Da Capo of Love - Fujiko's Unlucky Days"", ""Lupin III: Fujiko's Unlucky Days""]",Special,Manga,"['VAP', 'Tokyo Movie Shinsha', 'Tohokushinsha Film Corporation']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1999-07-30T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 30, 1999'}",1 hr 32 min,PG-13 - Teens 13 or older,6.94,1718,3875,5556,4342,1,"When Fujiko acquires and memorizes papers called the Columbus Files, she is attacked and loses her memory. Lupin, a treasure hunter named Rosaria, and the cackling villain Nazaroff all pursue Fujiko, as she is the only key to the location of Columbus' Egg, a treasure connected to the mysterious Orgone Energy. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
